Alignment ID	Average Rt(min)	Average Mz	Metabolite name	Adduct type	Post curation result	Fill %	MS/MS assigned	Reference RT	Reference m/z	Formula	Ontology	INCHIKEY	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	Comment	Manually modified for quantification	Manually modified for annotation	Isotope tracking parent ID	Isotope tracking weight number	Total score	RT similarity	Dot product	Reverse dot product	Fragment presence %	S/N average	Spectrum reference file name	MS1 isotopic spectrum	MS/MS spectrum	HF1_1578259_CP_QC1	HF1_1578259_CP_QC2	HF1_1578259_CP_QC3	HF1_1578259_CP_QC4	HF1_1578259_CP_QC5
3019	5.184	738.26117	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	332.68	HF1_1578259_CP_QC1	738.26105:1771572 739.2644:775355 740.26776:186945	98.92913:5833	1771572	2174794	1993542	1618598	2058123
3020	7.288	739.19897	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	1056.44	HF1_1578259_CP_QC1	739.20007:7486702 740.20342:3764175 741.20678:1111634	204.7547:6240	7486702	7512871	8668906	9007837	9417100
3021	5.274	740.27515	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	20207.72	HF1_1578259_CP_QC1	740.27643:4833925 741.27978:2342986 742.28314:501800	145.02827:8189	4833925	4845089	4625228	4712169	4883348
3022	1.172	740.67236	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	5660.29	HF1_1578259_CP_QC1	740.67285:1270090 741.6762:478634 742.67956:1459154	119.85401:6563	1270090	1259334	1341206	1455406	1366175
3023	5.824	741.18756	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	217.4	HF1_1578259_CP_QC2	741.18762:1150026 742.19097:384394 743.19433:0	78.4339:5393 215.72389:7452	1166992	1150026	1317253	1012632	1182634
3024	5.162	742.2561	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	166.95	HF1_1578259_CP_QC5	742.2547:975533 743.25805:445776 744.26141:98497	143.51698:6426	892551	979195	930596	833807	975533
3025	1.392	742.26007	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	173.4	HF1_1578259_CP_QC3	742.26007:1058024 743.26342:278561 744.26678:0	167.95602:6633	977548	924819	1058024	851969	879151
3026	1.172	742.66992	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	145.87	HF1_1578259_CP_QC5	742.66992:1026785 743.67327:322968 744.67663:461103		922943	981743	964710	982709	1026785
3027	5.252	744.2608	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	667.98	HF1_1578259_CP_QC1	744.26215:2818386 745.2655:1336255 746.26886:228433	132.92325:7195 256.10791:13490	2818386	2554213	2876870	2572798	2575137
3028	5.593	747.24841	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	83.93	HF1_1578259_CP_QC3	747.24841:510224 748.25176:193988 749.25512:0		431398	366906	510224	504275	442639
3029	5.53	747.24963	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	86.6	HF1_1578259_CP_QC4	747.24963:504275 748.25298:192000 749.25634:0		431398	443084	391735	504275	469593
3030	8.789	747.42932	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	173.84	HF1_1578259_CP_QC1	747.42963:1048898 748.43298:440132 749.43634:101534	192.05661:6195	1048898	982330	1105623	893673	810192
3031	5.375	751.24438	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	122.8	HF1_1578259_CP_QC2	751.24438:785002 752.24773:721014 753.25109:0		722546	785002	665973	660173	702702
3032	5.127	751.30463	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	76.69	HF1_1578259_CP_QC2	751.30463:618752 752.30798:178397 753.31134:71479		575465	618752	582095	532453	573679
3033	5.29	752.24036	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	196.85	HF1_1578259_CP_QC1	752.24036:1425544 753.24371:382239 754.24707:383810	81.96225:5985 144.40514:7170	1425544	1402936	1244246	1324982	1358804
3034	6.619	752.4054	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	9033.54	HF1_1578259_CP_QC1	752.4071:1725220 753.41045:803378 754.41381:138263	84.08512:6174	1725220	1790178	2026818	2196262	2007728
3035	6.181	754.26868	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	143.26	HF1_1578259_CP_QC1	754.26868:707412 755.27203:240069 756.27539:0		707412	673987	622114	642668	655379
3036	5.842	754.29181	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	6055.75	HF1_1578259_CP_QC3	754.29181:838040 755.29516:189014 756.29852:0		652865	577913	838040	597258	555583
3037	5.538	754.32782	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	5479.53	HF1_1578259_CP_QC5	754.32733:1215047 755.33068:406105 756.33404:186870	75.84322:6473 113.51999:6332	920524	1108036	1308602	1418287	1215047
3038	5.713	754.86987	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	370.24	HF1_1578259_CP_QC1	754.86987:3178678 755.87322:160197 756.87658:0		3178678	2111839	1189498	813753	573405
3039	5.637	754.87012	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	146.3	HF1_1578259_CP_QC4	754.87012:831619 755.87347:0 756.87683:0		2912972	2111839	1189498	831619	443615
3040	5.667	754.96075	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	354.78	HF1_1578259_CP_QC1	754.96075:4128852 755.9641:0 756.96746:0		4128852	2089157	1021253	928619	802187
3041	5.708	754.96161	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	192.21	HF1_1578259_CP_QC2	754.96161:2681076 755.96496:0 756.96832:0		4128852	2681076	1339745	928619	802187
3042	5.687	755.05182	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	336.85	HF1_1578259_CP_QC1	755.05182:4222510 756.05517:0 757.05853:0		4222510	2485632	1197479	730854	630920
3043	5.715	755.14252	Unknown	[M+H]+		0.8	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	206.09	HF1_1578259_CP_QC1	755.14252:3532869 756.14587:0 757.14923:0		3532869	2257034	1144706	762966	594112
3044	5.698	755.23376	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	294.51	HF1_1578259_CP_QC1	755.23376:2205858 756.23711:221987 757.24047:0		2205858	1356865	896955	533944	330714
3045	5.732	755.32434	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	222.42	HF1_1578259_CP_QC1	755.32434:1709995 756.32769:0 757.33105:0		1709995	1308239	360731	217062	161604
3046	4.994	756.23615	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	261.88	HF1_1578259_CP_QC1	756.23615:1369782 757.2395:582334 758.24286:326731	73.28764:6069 136.06134:9676 215.02388:18138 286.09302:7171	1369782	1229476	1282155	1243698	1260070
3047	5.965	756.2525	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	158.53	HF1_1578259_CP_QC3	756.25037:746763 757.25372:335979 758.25708:0	92.32151:7437 113.76801:7036	748532	768195	746763	711794	765415
3048	1.387	756.2757	Unknown	[M+H]+		0.6	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	94.25	HF1_1578259_CP_QC2	756.2757:564253 757.27905:0 758.28241:0		472418	564253	493319	512512	536900
3049	6.619	757.3609	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	1845.44	HF1_1578259_CP_QC1	757.36182:10730067 758.36517:5166026 759.36853:1426909	269.89252:6023 533.31067:9476 577.29962:39014	10730067	10608157	11076172	11616179	11666315
3050	5.848	758.2298	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	220.97	HF1_1578259_CP_QC1	758.22937:2681611 759.23272:1265788 760.23608:276410	160.59099:6266 223.79721:8372	2681611	2736276	2641286	2144494	2302654
3051	5.052	758.25189	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	259.29	HF1_1578259_CP_QC1	758.25189:2718149 759.25524:1267425 760.2586:268489	136.06186:177041	2718149	2676134	2509968	2468584	2544092
3052	5.411	758.26562	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	156.24	HF1_1578259_CP_QC1	758.26593:1748683 759.26928:1053500 760.27264:309024	71.04959:8623 111.89279:6992 121.06511:11301	1748683	1750776	1566995	1331022	1396592
3053	5.144	760.28278	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	93.75	HF1_1578259_CP_QC2	760.28278:881743 761.28613:484057 762.28949:88779		835733	881743	847800	831982	867464
3054	0.526	762.0874	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	124.44	HF1_1578259_CP_QC3	762.0874:707668 763.09075:67783 764.09411:0		508517	631746	707668	381791	489957
3055	0.53	762.16595	Unknown	[M+H]+		0.8	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	76.48	HF1_1578259_CP_QC1	762.16595:700700 763.1693:0 764.17266:0		700700	518457	700815	555282	524404
3056	0.533	762.24139	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	98.67	HF1_1578259_CP_QC3	762.24139:836165 763.24474:0 764.2481:0		772338	517618	836165	483939	438697
3057	5.889	762.24445	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	73.66	HF1_1578259_CP_QC2	762.24445:531944 763.2478:0 764.25116:0		367204	531944	352194	172348	335045
3058	0.531	762.31976	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	80.39	HF1_1578259_CP_QC1	762.31976:620890 763.32311:29533 764.32647:0		620890	541066	575143	496408	476650
3059	5.354	763.30316	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	178.38	HF1_1578259_CP_QC3	763.30316:1338738 764.30651:436298 765.30987:204588		1050234	990582	1338738	1148206	1275887
3060	7.459	763.4231	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	110.28	HF1_1578259_CP_QC1	763.42328:773906 764.42663:421058 765.42999:0	77.03676:6271 129.48854:6343 130.51712:6448 219.70815:9113	773906	844033	974997	846484	878940
3061	1.398	765.20618	Unknown	[M+H]+		0.6	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	97.88	HF1_1578259_CP_QC1	765.20471:804760 766.20806:0 767.21142:0	118.90558:6109 178.25517:5993 200.744:6652	804760	883111	727962	1020260	673838
3062	5.156	769.26703	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	3201.59	HF1_1578259_CP_QC1	769.26685:15172677 770.2702:7199200 771.27356:2068114	102.05563:7326 130.04999:135027	15172677	16008333	14879455	13634650	15330340
3063	5.796	770.26636	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	326.69	HF1_1578259_CP_QC1	770.2666:1749270 771.26995:1026861 772.27331:224502	70.0658:34737 107.0497:11290 163.03886:32081	1749270	1767400	1670456	1418099	1429988
3064	1.392	772.27136	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	187.11	HF1_1578259_CP_QC2	772.27356:987641 773.27691:597261 774.28027:301130	57.47727:6327 112.85532:6376	1053801	987641	1105269	1032344	899467
3065	6.625	773.33569	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	238.65	HF1_1578259_CP_QC1	773.33569:1526255 774.33904:673049 775.3424:157302	78.25658:5769	1526255	1414559	1184553	1478099	1388027
3066	5.91	773.35687	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	93.87	HF1_1578259_CP_QC3	773.35687:618450 774.36022:315758 775.36358:0		556684	558618	618450	582581	613175
3067	5.454	774.25928	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	707	HF1_1578259_CP_QC1	774.2605:3036337 775.26385:1479142 776.26721:497849	135.04393:7235 217.49902:17517	3036337	3308894	2713330	3126333	3444075
3068	5.762	775.28149	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	240.84	HF1_1578259_CP_QC1	775.28149:1195771 776.28484:716751 777.2882:0	84.08122:24061 129.10271:10945 167.05637:6703 241.37476:6676	1195771	1302543	1186174	1200854	1283004
3069	4.991	778.2674	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	88.35	HF1_1578259_CP_QC1	778.2674:762136 779.27075:305105 780.27411:82783	87.90349:6048	762136	646192	755711	710525	730473
3070	1.358	779.11688	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	256.55	HF1_1578259_CP_QC1	779.11725:1902480 780.1206:1027205 781.12396:2002891	188.89172:6355	1902480	869802	2150239	753711	1909648
3071	7.454	779.41937	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	178.32	HF1_1578259_CP_QC1	779.42065:988987 780.424:446448 781.42736:226299	78.57527:6575 223.79903:6536 297.83435:6399 398.21204:7388	988987	1013892	1074859	1045845	924212
3072	7.002	779.4201	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	146.27	HF1_1578259_CP_QC2	779.41937:799309 780.42272:367518 781.42608:0	73.18864:6232	711735	799309	868073	817197	866330
3073	1.353	781.11517	Unknown	[M+H]+		0.6	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	211.54	HF1_1578259_CP_QC3	781.11517:1092139 782.11852:447991 783.12188:354581		972850	455034	1092139	392310	930585
3074	6.976	781.2821	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	241.21	HF1_1578259_CP_QC1	781.28357:1819980 782.28692:710539 783.29028:263146	106.69496:6147	1819980	1561538	1851771	2075102	2176457
3075	1.389	782.29224	Unknown	[M+H]+		0.6	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	49.99	HF1_1578259_CP_QC4	782.29224:777597 783.29559:365724 784.29895:256326		365872	544241	525336	777597	467115
3076	5.258	783.28406	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	100.41	HF1_1578259_CP_QC1	783.28406:703156 784.28741:0 785.29077:0		703156	672359	614570	671398	678762
3077	5.252	784.26202	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	98.52	HF1_1578259_CP_QC5	784.26202:1106237 785.26537:604469 786.26873:0		1027161	1033560	1049790	964768	1106237
3078	6.258	786.26056	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	200.18	HF1_1578259_CP_QC1	786.26056:1407120 787.26391:556989 788.26727:204828	73.37222:6245 124.40891:6152 164.69713:6977 215.18866:13259	1407120	1349987	1343931	1255886	1337690
3079	1.382	786.28668	Unknown	[M+H]+		0.8	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	110.54	HF1_1578259_CP_QC2	786.28668:637827 787.29003:319415 788.29339:0		586765	637827	557836	506629	538513
3080	1.449	787.17523	Unknown	[M+H]+		0.2	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	56.73	HF1_1578259_CP_QC2	787.17523:545679 788.17858:175710 789.18194:0	74.07143:5520 146.50287:6223 217.36206:13876	430800	545679	368259	421182	340317
3081	1.37	787.17548	Unknown	[M+H]+		0.8	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	3876.35	HF1_1578259_CP_QC1	787.17548:761599 788.17883:586436 789.18219:365614	118.58739:5978 161.35043:7047	761599	506466	679815	547772	701254
3082	5.405	788.26996	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	179.08	HF1_1578259_CP_QC1	788.26996:1181205 789.27331:831908 790.27667:190054	62.75872:5716 136.20738:6626	1181205	972728	1137222	925474	856603
3083	6.561	790.37958	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	52.9	HF1_1578259_CP_QC3	790.37958:552775 791.38293:231411 792.38629:0		357609	408340	552775	427170	401344
3084	6.368	791.14459	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	168.35	HF1_1578259_CP_QC1	791.14563:966754 792.14898:479021 793.15234:160792	117.06982:6012 257.04562:10753 301.06821:7307	966754	834963	870002	1080442	963332
3085	5.455	792.26935	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	80.87	HF1_1578259_CP_QC5	792.26935:540121 793.2727:0 794.27606:0		491148	499197	487014	485305	540121
3086	10.389	792.56262	Unknown	[M+H]+		0.4	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	309.29	HF1_1578259_CP_QC2	792.56262:4467810 793.56597:2060828 794.56933:600051	79.07316:6362 106.88644:7411 232.29222:6117	902263	4467810	0	638075	0
3087	10.449	792.56268	Unknown	[M+H]+		0.2	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	194.55	HF1_1578259_CP_QC1	792.56268:1072118 793.56603:569536 794.56939:175086	84.06259:6812 216.12338:22342 308.39844:6950 318.53259:6238 363.55554:5760	1072118	3137626	0	638075	0
3088	5.403	793.24988	Unknown	[M+H]+		0.6	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	99.15	HF1_1578259_CP_QC1	793.24988:641119 794.25323:245127 795.25659:0		641119	597908	621732	480746	515505
3089	11.361	794.57874	Unknown	[M+H]+		0.2	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	17.63	HF1_1578259_CP_QC2	794.57874:534865 795.58209:277906 796.58545:69885	215.79756:27796	54384	534865	0	3493	0
3090	1.188	794.61401	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	95.75	HF1_1578259_CP_QC4	794.61517:853319 795.61852:166676 796.62188:1110026	94.21875:6212 133.35828:6778 158.037:7513	823002	717878	760671	853319	890108
3091	7.291	795.2984	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	88.19	HF1_1578259_CP_QC1	795.29791:787616 796.30126:343280 797.30462:0	145.35527:5675 183.38026:6029	787616	761639	1051597	1113988	1096995
3092	5.72	795.33093	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	148.34	HF1_1578259_CP_QC4	795.33093:831976 796.33428:340062 797.33764:0		627560	657375	768878	831976	700957
3093	6.564	795.33411	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	108.01	HF1_1578259_CP_QC1	795.3349:767875 796.33825:488887 797.34161:124528	108.129:5993	767875	890552	1376226	1588970	1544888
3094	6.104	795.37018	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	73.96	HF1_1578259_CP_QC3	795.37018:851785 796.37353:430017 797.37689:113710		737823	722331	851785	827273	773118
3095	1.188	796.61261	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	2573.07	HF1_1578259_CP_QC5	796.61261:681698 797.61596:142388 798.61932:350286		576995	554687	616648	640833	681698
3096	4.997	797.30994	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	122.81	HF1_1578259_CP_QC1	797.30994:809253 798.31329:381487 799.31665:83584	163.03766:6143	809253	612600	781387	751810	734346
3097	5.615	797.35699	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	132.24	HF1_1578259_CP_QC4	797.35699:902252 798.36034:508775 799.3637:0		768413	791318	811460	902252	882457
3098	10.395	797.51758	Unknown	[M+H]+		0.6	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	1483.21	HF1_1578259_CP_QC1	797.51794:3789478 798.52129:1932530 799.52465:561528	85.02902:6499 130.12057:6992 217.86569:13026	3789478	14704386	0	2862132	6386
3099	6.232	799.26257	Unknown	[M+H]+		0.8	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	80.61	HF1_1578259_CP_QC3	799.26257:536325 800.26592:1723246 801.26928:611170		512634	413390	536325	526922	522951
3100	5.212	799.27771	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	236.39	HF1_1578259_CP_QC1	799.27795:1390327 800.2813:656580 801.28466:0	108.14627:6524 130.90208:6561	1390327	1504259	1440151	1314710	1382356
3101	11.361	799.53387	Unknown	[M+H]+		0.2	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	437.49	HF1_1578259_CP_QC2	799.53387:2784670 800.53722:1272723 801.54058:352538	183.86179:6630	297583	2784670	0	48379	0
3102	1.398	800.26489	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	292.42	HF1_1578259_CP_QC1	800.26624:1870675 801.26959:0 802.27295:335955	159.9864:6582	1870675	1960688	2002613	2064378	1687598
3103	6.225	800.27509	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	4728.52	HF1_1578259_CP_QC1	800.27631:993178 801.27966:446955 802.28302:0	112.37737:6664 163.03831:10706 216.20515:23326	993178	940038	1207316	1148799	1197780
3104	5.426	804.27197	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	103.39	HF1_1578259_CP_QC3	804.27197:542208 805.27532:352859 806.27868:321492		473124	483485	542208	499714	497007
3105	6.034	805.19714	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	139.2	HF1_1578259_CP_QC2	805.19794:641382 806.20129:325712 807.20465:252334	71.73883:6416	634978	641382	651569	764107	722633
3106	5.953	805.32886	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	303.35	HF1_1578259_CP_QC1	805.32916:1398720 806.33251:712023 807.33587:1325967	56.84998:6213 67.2814:5602 217.49664:15045 217.51746:7389	1398720	1423806	1539006	1524541	1504557
